Nome,Lotação,Cargo,RemuneraçãoParadigma(1),VantagensPessoais(2),"Subs., Dif. Subs., Função Conf. ou Cargo Comis.",Indenizações(3),VantagensEventuais(4),Gratificações(5),Total deCréditos(6),PrevidênciaPública(7),Impostode Renda(8),DescontosDiversos(9),Retençãopor TetoConst.(10),Total deDébitos(11),RendimentoLíquido(12),Remuneraçãodo Órgão deorigem(13),Diárias(14)
WANDER PEREIRA ROSSETTE JUNIOR,VARA DA FAZENDA PÚBLICA DA C DE PIRACICABA,Juiz de Direito de Entrância Final,"28.947,55","606,26",,"5.191,73","13.262,48",,"48.008,02","3.250,91","4.419,54","12.255,01",,"19.925,46","28.082,56",,
ALEXANDRE BUCCI,10ª VARA CÍVEL,Juiz de Direito Titular I,"28.947,55",,,"5.191,73","14.586,46",,"48.725,74","3.184,23","6.634,53",,,"9.818,76","38.906,98",,
ADRIANA SACHSIDA GARCIA,34ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","22.583,21",,"56.722,49","3.184,23","7.999,71","74,00",,"11.257,94","45.464,55",,
OTAVIO AUGUSTO TEIXEIRA SANTOS,5ª VARA CÍVEL DA COMARCA DE SÃO VICENTE,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","14.289,49",,"48.428,77","3.184,23","6.215,55","29,00",,"9.428,78","38.999,99",,
MARIA CECILIA LEONE,10ª VARA CRIMINAL,Juiz de Direito Titular I,"28.947,55",,,"5.191,73","0,67",,"34.139,95","3.184,23","6.215,55",,,"9.399,78","24.740,17",,
JOAO CARLOS GERMANO,2ª VARA CÍVEL DA COMARCA DE TAUBATÉ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.681,34",,"46.820,62","4.579,18","6.215,55",,,"10.794,73","36.025,89",,
VIRGINIA MARIA SAMPAIO TRUFFI,3ª VARA DA FAMÍLIA E SUCESSÕES DO FR IV  LAPA,Juiz de Direito de Entrância Final,"28.947,55",,,"8.089,33","12.428,66",,"49.465,54","3.184,23","6.163,41","2.565,88",,"11.913,52","37.552,02",,
ANDRE LUIS BICALHO BUCHIGNANI,6ª VARA CÍVEL DA COMARCA DE BAURU,Juiz de Direito de Entrância Final,"28.947,55",,,"8.421,73","12.302,31","14.473,77","64.145,36","4.776,34","6.215,55",,,"10.991,89","53.153,47",,"1.654,58"
CESAR ANTONIO COSCRATO,FORUM DA COMARCA DE NUPORANGA,Juiz de Direito de Entrância Inicial,"26.125,92","2.873,85",,"5.191,73","29.410,73",,"63.602,23","2.873,85","5.368,54","214,00",,"8.456,39","55.145,84",,
EDUARDO FRANCISCO MARCONDES,VARA DO JUIZADO ESPECIAL CÍVEL FR VII ITAQUERA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.261,63","13.060,38",,"47.269,56","3.184,23","6.215,55",,,"9.399,78","37.869,78",,
EDEGAR DE SOUSA CASTRO,3ª VARA CRIMINAL DA C DE SÃO BERNARDO DO CAMPO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.428,66",,"46.567,94","3.184,23","6.007,00","843,32",,"10.034,55","36.533,39",,
VIVIAN WIPFLI,8ª VARA DA FAMÍLIA E DAS SUCESSÕES,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","18.918,66",,"53.057,94","3.184,23","7.026,70",,,"10.210,93","42.847,01",,
CLAUDIA MARIA PEREIRA RAVACCI,18ª VARA CÍVEL,Juiz de Direito Titular I,"28.947,55",,,"30.777,12","12.555,00",,"72.279,67","3.184,23","6.111,27",,,"9.295,50","62.984,17",,"827,29"
NACOUL BADOUI SAHYOUN,1ª VARA CÍVEL DA COMARCA DE OURINHOS,Juiz de Direito de Entrância Intermediária,"27.500,17","3.328,45",,"5.191,73","17.297,93",,"53.318,28","3.055,08","5.954,39","5.026,68",,"14.036,15","39.282,13",,
ANA MARIA FONTES,2ª VARA DA COMARCA DE ORLÂNDIA,Juiz de Direito de Entrância Inicial,"26.125,92","2.873,85",,"814,00","12.941,48",,"42.755,25","2.873,85","5.902,87","148,00",,"8.924,72","33.830,53",,
LUIZ ROBERTO FINK JUNIOR,FORUM DA COMARCA DE PIRATININGA,Juiz de Direito de Entrância Inicial,"26.125,92","2.873,85",,"6.292,63","11.109,13",,"46.401,53","2.873,85","5.368,54","1.089,23",,"9.331,62","37.069,91",,
GISELE DE CASTRO CATAPANO,1ª VARA CRIMINAL DA COMARCA DE OSASCO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.428,66",,"46.567,94","3.184,23","6.215,55","74,00",,"9.473,78","37.094,16",,
EDUARDO TOBIAS DE AGUIAR MOELLER,2ª VARA CÍVEL DO FORO REGIONAL XI  PINHEIROS,Juiz de Direito Titular I,"28.947,55",,,"814,00","36.803,99",,"66.565,54","3.184,23","6.672,91",,,"9.857,14","56.708,40",,
ROGER BENITES PELLICANI,6ª VARA FAMÍLIA E SUCESSÕES FR II  SANTO AMARO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.681,34","14.473,77","61.294,39","4.776,34","6.215,55",,,"10.991,89","50.302,50",,
PAULA REGINA SARAIVA,5ª VARA FAMÍLIA E SUCESSÕES DO FR ll  SANTO AMARO,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
ELIZA AMELIA MAIA SANTOS DE TOLEDO PIZA,4ª VARA CÍVEL DA COMARCA DE TAUBATÉ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
RANDOLFO FERRAZ DE CAMPOS,14ª VARA DA FAZENDA PÚBLICA,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
MARGOT CHRYSOSTOMO CORREA,2ª VARA FAMÍLIA E SUCESSÕES F R XV  BUTANTÃ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","8.684,19",,"42.823,47","3.184,23","6.215,55","6.915,72",,"16.315,50","26.507,97",,
NIDEA RITA COLTRO SORCI,2ª VARA DAS EXECUÇÕES CRIMINAIS,Juiz de Direito de Entrância Final,"28.947,55",,,"814,00","12.934,03",,"42.695,58","3.184,23","6.163,41",,,"9.347,64","33.347,94",,
CLAUDIA REGINA NUNES,4ª VARA DA FAM E SUC DA COMARCA DE SANTO ANDRÉ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55","185,00",,"9.584,78","24.554,50",,
JOAO BATTAUS NETO,1ª VARA CÍVEL DA COMARCA DE ARARAQUARA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.302,31",,"46.441,59","4.537,49","6.504,40",,,"11.041,89","35.399,70",,
GUILHERME FERREIRA DA CRUZ,45ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","12.681,34",,"46.820,62","3.184,23","6.215,55",,,"9.399,78","37.420,84",,
MARCOS ALEXANDRE BRONZATTO PAGAN,FORUM DA COMARCA DE SÃO JOSÉ DOS CAMPOS,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","13.098,69",,"47.237,97","3.184,23","6.215,55","103,00",,"9.502,78","37.735,19",,"2.370,87"
MARCIO BONETTI,7ª VARA CÍVEL DA COMARCA DE SANTOANDRÉ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.244,05","13.060,38",,"47.251,98","3.184,23","6.215,55",,,"9.399,78","37.852,20",,"790,29"
DIMITRIOS ZARVOS VARELLIS,11ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"814,00",,,"29.761,55","3.184,23","6.163,41","3.193,79",,"12.541,43","17.220,12",,
PAULO ROBERTO FADIGAS CESAR,VARA DA INFÂNCIA E JUVENTUDE FR VI PENHA DE FRANÇA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.681,34",,"46.820,62","3.184,23","5.765,00","880,00",,"9.829,23","36.991,39",,
PAULO FURTADO DE OLIVEIRA FILHO,TRIBUNAL DE JUSTIÇA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.555,00",,"46.694,28","3.184,23","6.163,41",,,"9.347,64","37.346,64",,
ADRIANA MENEZES BODINI,1ª VARA FAMÍLIA E SUCESSÕES FR III  JABAQUARA,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55","185,00",,"9.584,78","24.554,50",,
MARIA ELIZABETH DE OLIVEIRA BORTOLOTO,6ª VARA CÍVEL DA COMARCA DE BARUERI,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.555,00",,"46.694,28","3.184,23","6.059,14",,,"9.243,37","37.450,91",,
LUIS FERNANDO CARDINALE OPDEBEECK,2ª VARA CÍVEL DA COMARCA DE SANTOANDRÉ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.807,69",,"46.946,97","3.184,23","6.215,55","407,00",,"9.806,78","37.140,19",,
ALCEU CORREA JUNIOR,2ª VARA CRIMINAL DA COMARCA DE CATANDUVA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.175,97",,"46.315,25","3.184,23","6.111,27",,,"9.295,50","37.019,75",,
FLAVIA BEATRIZ GONCALEZ DA SILVA,FORO REGIONAL II  SANTO AMARO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","13.060,38",,"47.199,66","3.184,23","6.059,14","2.919,58",,"12.162,95","35.036,71",,"827,29"
LUIS EDUARDO SCARABELLI,1ª VARA DA FAMÍLIA E SUCESSÕES DO FR VIII TATUAPÉ,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","12.681,34",,"46.820,62","3.184,23","6.215,55","6.841,72",,"16.241,50","30.579,12",,"4.136,45"
GLAUCIA CYRILLO PEREIRA MICAI,2ª VARA DA FAMÍLIA E SUCESSÕES DA C DE SOROCABA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.049,63",,"46.188,91","3.184,23","6.215,55","5.001,91",,"14.401,69","31.787,22",,
CARLOS EDUARDO BORGES FANTACINI,26ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","12.807,69",,"46.946,97","3.184,23","6.059,14",,,"9.243,37","37.703,60",,
LUCIA HELENA BOCCHI FAIBICHER,1ª VARA CÍVEL DO FORO REGIONAL IV  LAPA,Juiz de Direito Titular I,"28.947,55",,,"5.828,13","1.608,15",,"36.383,83","3.184,23","6.215,55",,,"9.399,78","26.984,05",,
ALESSANDRA LAPERUTA NASCIMENTO ALVES DE MOURA,2ª VARA CÍVEL DO FORO REGIONAL III  JABAQUARA,Juiz de Direito Titular II,"28.947,55",,,"5.191,73",,"14.473,77","48.613,05","4.776,34","6.059,14","2.492,33",,"13.327,81","35.285,24",,
FABIO FRESCA,4ª VARA CÍVEL DO FORO REGIONAL III  JABAQUARA,Juiz de Direito Titular I,"28.947,55",,,"5.191,73","19.298,20",,"53.437,48","3.184,23","6.215,55","111,00",,"9.510,78","43.926,70",,
EDWARD ALBERT LANCELOT DODD CANTERBURY CATERHAM WICKFIELD,35ª VARA CÍVEL,Juiz de Direito Titular I,"28.947,55","606,26",,"5.191,73","12.378,07",,"47.123,61","3.250,91","6.363,93",,,"9.614,84","37.508,77",,
MARIA CLARA SCHMIDT DE FREITAS,2ª VARA CÍVEL DA COMARCA DE CATANDUVA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.302,31","14.473,77","60.915,36","4.776,34","6.215,55",,,"10.991,89","49.923,47",,
TERESA CRISTINA CABRAL SANTANA RODRIGUES SANTOS,2ª VARA CRIMINAL DA COMARCA DE SANTO ANDRÉ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.175,97","14.473,77","60.789,02","4.776,34","6.215,55","2.298,42",,"13.290,31","47.498,71",,
JOSE ALONSO BELTRAME JUNIOR,10ª VARA CÍVEL DA COMARCA DE SANTOS,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.007,00","37,00",,"9.228,23","24.911,05",,
FABIOLA HELENA DE PAULA ROQUE LUCATO,1ª VARA DA FAM E SUC DA COMARCA DE PIRACICABA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","3.537,93",,"37.677,21","3.184,23","6.310,86",,,"9.495,09","28.182,12",,
WANIA REGINA GONCALVES DA CUNHA,2ª VARA DAS EXECUÇÕES CRIMINAIS DA C DE TAUBATÉ,Juiz de Direito de Entrância Final,"28.947,55","3.857,17",,"5.191,73",,,"37.996,45","3.250,91","6.363,93",,,"9.614,84","28.381,61",,
SONIA NAZARE FERNANDES FRAGA,24ª VARA CRIMINAL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","0,09",,"34.139,37","3.184,23","6.111,27",,,"9.295,50","24.843,87",,
MISAEL DOS REIS FAGUNDES,3ª VARA CÍVEL DA COMARCA DE SÃO JOÃO DA BOA VISTA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","11.946,26",,"44.638,16","3.025,01","5.809,17",,,"8.834,18","35.803,98",,
RENATA CRISTINA ROSA DA COSTA SILVA,FORUM DA COMARCA DE SALTO,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"6.445,93","2.749,95",,"36.696,05","3.025,01","5.924,74",,,"8.949,75","27.746,30",,
SERGIO LAZZARESCHI DE MESQUITA,3ª VARA CRIMINAL DA COMARCA DE RIOCLARO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.175,97",,"46.315,25","3.184,23","4.242,84","15.502,02",,"22.929,09","23.386,16",,"1.654,58"
MARCO AURELIO BORTOLIN,VARA INFÂNCIA JUVENTUDE E DO IDOSO C ARARAQUARA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.428,66",,"46.567,94","3.193,33","6.059,14",,,"9.252,47","37.315,47",,
MARIO RAMOS DOS SANTOS,2ª VARA DA COMARCA DE LENÇOIS PAULISTA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"10.971,73","12.562,44","13.750,08","63.410,17","4.386,35","5.902,87",,,"10.289,22","53.120,95",,
JOSE GUILHERME DI RIENZO MARREY,6ª VARA CRIMINAL DA COMARCA DE CAMPINAS,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.555,00",,"46.694,28","3.184,23","6.215,55","1.369,74",,"10.769,52","35.924,76",,
LUIZ FERNANDO PARREIRA MILENA,VARA DO JUIZADO ESPECIAL CÍVEL DA C DE DIADEMA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.111,27",,,"9.295,50","24.843,78",,
ANTONIO CARLOS DE FIGUEIREDO NEGREIROS,7ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","12.807,69",,"46.946,97","3.184,23","6.111,27",,,"9.295,50","37.651,47",,
ARTUR MARTINHO DE OLIVEIRA JUNIOR,6ª VARA CÍVEL DA COMARCA DE SÃO VICENTE,Juiz de Direito de Entrância Final,"28.947,55",,,"5.486,73",,"14.473,77","48.908,05","4.776,34","6.059,14",,,"10.835,48","38.072,57",,
JOSE CLAUDIO DOMINGUES MOREIRA,FORUM DA COMARCA DE BAURU,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.175,97",,"46.315,25","3.184,23","6.215,55","29,00",,"9.428,78","36.886,47",,"1.654,58"
MARIO CHIUVITE JUNIOR,22ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","14.712,80",,"48.852,08","3.184,23","5.053,87","9.252,81",,"17.490,91","31.361,17",,
LILIANNA SIEPIERSKI DE ARAUJO VILELA,6ª VARA DA FAM E DAS SUC DA COMARCA DE GUARULHOS,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","3.216,30","14.473,77","51.829,35","4.776,34","6.262,61","29,00",,"11.067,95","40.761,40",,
JOAO JOSE CUSTODIO DA SILVEIRA,1ª VARA CÍVEL DA COMARCA DE SÃO JOSÉ DOS CAMPOS,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","13.060,38",,"47.199,66","3.184,23","6.215,55",,,"9.399,78","37.799,88",,
EDUARDO ISAMU SUGINO,1ª VARA DA FAM E SUC DA C DE SÃO JOSÉ DOS CAMPOS,Juiz de Direito de Entrância Final,"28.947,55","6.698,92",,"5.191,73","16.614,00","15.298,91","72.751,11","5.048,64","6.515,18",,,"11.563,82","61.187,29",,
YIN SHIN LONG,3ª VARA DA FAMÍLIA E SUCESSÕES FR VII  ITAQUERA,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","12.555,00",,"46.694,28","3.184,23","6.215,55",,,"9.399,78","37.294,50",,
ADILSON APARECIDO RODRIGUES CRUZ,34ª VARA CÍVEL,Juiz de Direito Titular I,"28.947,55",,,"5.191,73","12.175,97",,"46.315,25","3.184,23","6.059,14","7.044,46",,"16.287,83","30.027,42",,
MARIA GABRIELLA PAVLOPOULOS SPAOLONZI,13ª VARA DA FAZENDA PÚBLICA,Juiz de Direito Titular I,"28.947,55",,,"12.246,73",,,"41.194,28","3.184,23","6.111,27","6.878,22",,"16.173,72","25.020,56",,
RODRIGO GALVAO MEDINA,9ª VARA CÍVEL,Juiz de Direito Titular I,"28.947,55",,,"5.191,73","14.318,09",,"48.457,37","3.184,23","6.447,82","37,00",,"9.669,05","38.788,32",,
GUILHERME KIRSCHNER,2ª VARA CÍVEL DA COMARCA DE SÃO SEBASTIÃO,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73","12.815,13",,"44.132,78","2.873,85","5.902,87",,,"8.776,72","35.356,06",,
LIGIA CRISTINA BERARDI POSSAS,3ª VARA CÍVEL DA COMARCA DE TATUÍ,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","11.819,91",,"44.511,81","3.025,01","5.861,30","1.442,84",,"10.329,15","34.182,66",,
EVANDRO TAKESHI KATO,1ª VARA DA FAMÍLIA E SUCESSÕES FR VII  ITAQUERA,Juiz de Direito Titular II,"28.947,55",,,"814,00","14,34",,"29.775,89","3.184,23","6.215,55",,,"9.399,78","20.376,11",,
ANA CRISTINA RIBEIRO BONCHRISTIANO,3ª VARA CÍVEL DA COMARCA DE OSASCO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","16.414,56",,"50.553,84","3.184,23","6.447,82",,,"9.632,05","40.921,79",,
NELSON AUGUSTO BERNARDES DE SOUZA,3ª VARA CRIMINAL DA COMARCA DE CAMPINAS,Juiz de Direito de Entrância Final,"28.947,55",,,"814,00","12.049,63",,"41.811,18","3.184,23","5.022,68","4.148,12",,"12.355,03","29.456,15",,"1.580,58"
ERIKA CHRISTINA DE LACERDA BRANDAO RASKIN,1ª VARA EXECUÇÕES CRIMINAIS DA COMARCA DE CAMPINAS,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.327,43",,"43.466,71","3.184,23","6.111,27","5.805,00",,"15.100,50","28.366,21",,
ROGERIO APARECIDO CORREIA DIAS,3ª VARA CÍVEL DA COMARCA DE ATIBAIA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.849,03","11.946,26",,"45.295,46","3.025,01","5.757,03","37,00",,"8.819,04","36.476,42",,
VARNER HUGO ALBERNAZ,1ª VARA DA FAM E SUC DA COMARCA DE FRANCA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.175,97",,"46.315,25","3.184,23","6.215,55",,,"9.399,78","36.915,47",,
PAULO EDUARDO DE ALMEIDA SORCI,5ª VARA DAS EXECUÇÕES CRIMINAIS,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.934,03",,"47.073,31","3.184,23","6.163,41","259,00",,"9.606,64","37.466,67",,
RUBENS HIDEO ARAI,1ª VARA JUIZADO ESPECIAL CÍVEL DO FR I  SANTANA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.934,03",,"47.073,31","3.184,23","6.163,41",,,"9.347,64","37.725,67",,
ROSSANA TERESA CURIONI MERGULHAO,1ª VARA CÍVEL DA COMARCA DE BAURU,Juiz de Direito de Entrância Final,"28.947,55","3.184,23",,"5.191,73","12.428,66",,"49.752,17","3.184,23","6.215,55","3.672,22",,"13.072,00","36.680,17",,
CLAUDIA MARIA CARBONARI DE FARIA,VARA JÚRI EXEC CRIM INFÂN JUV IDOSO C DE DIADEMA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","12.934,03",,"47.073,31","3.231,84","6.273,33","666,00",,"10.171,17","36.902,14",,
MARCIA MAYUMI OKODA OSHIRO BUGAN,1ª VARA FAMÍLIA E SUCESSÕES FR I  SANTANA,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.163,41","74,00",,"9.421,64","24.717,64",,
PAULA MARIA CASTRO RIBEIRO BRESSAN,1ª VARA CÍVEL DA COMARCA DE JAÚ,Juiz de Direito de Entrância Final,"28.947,55",,,"6.041,73","12.302,31",,"47.291,59","3.184,23","6.215,55",,,"9.399,78","37.891,81",,"3.309,16"
FERNANDA AUGUSTA JACO MONTEIRO,FORUM DA COMARCA DE VALINHOS,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","14.622,73",,"47.314,63","3.025,01","5.964,82","555,00",,"9.544,83","37.769,80",,
RENATO GUANAES SIMOES THOMSEN,4ª VARA CÍVEL DO FORO REGIONAL IV  LAPA,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","12.428,66",,"46.567,94","3.184,23","6.215,55",,,"9.399,78","37.168,16",,
GABRIELA FRAGOSO CALASSO COSTA,32ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
DANIELA MARTINS FILIPPINI,FORUM DA COMARCA DE JUNDIAÍ,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.519,33","21.480,35",,"54.499,85","3.025,01","7.689,62",,,"10.714,63","43.785,22",,"4.749,74"
MARIA CLAUDIA BEDOTTI,4ª VARA CÍVEL DO FORO REGIONAL IV  LAPA,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.059,14","5.517,36",,"14.760,73","19.378,55",,
FERNANDA SOARES FIALDINI,FORO REGIONAL II  SANTO AMARO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.163,41","111,00",,"9.458,64","24.680,64",,
CRISTINA APARECIDA FACEIRA MEDINA MOGIONI,3ª VARA CÍVEL DO FR VI  PENHA DE FRANÇA,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,"14.473,77","48.613,05","4.776,34","6.215,55","66,00",,"11.057,89","37.555,16",,
LUIZ ANTONIO DELA MARTA,VARA JUIZADO ESPEC CÍVEL E CRIM DA C DE BARRETOS,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73",,,"32.691,90","3.025,01","5.861,30","74,00",,"8.960,31","23.731,59",,
ARTHUR DE PAULA GONCALVES,4ª VARA CÍVEL DA COMARCA DE BAURU,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.163,41","37,00",,"9.384,64","24.754,64",,
FERNANDA GALIZIA NORIEGA,28ª VARA CRIMINAL,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
JOSE EDUARDO DA COSTA,1ª VARA CRIMINAL DA COMARCA DE INDAIATUBA,Juiz de Direito de Entrância Final,"28.947,55",,,"814,00","8.362,50",,"38.124,05","3.184,23","6.343,19",,,"9.527,42","28.596,63",,
SWARAI CERVONE DE OLIVEIRA,36ª VARA CÍVEL,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
EVANDRO PELARIN,VARA DA INF E JUVENT DA C DE S JOSÉ DO RIO PRETO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.529,18","11.796,94","14.473,77","60.747,44","4.776,34","6.215,55",,,"10.991,89","49.755,55",,
LUIS GERALDO SANT ANA LANFREDI,11ª VARA DA FAZENDA PÚBLICA,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","19.298,20",,"53.437,48","3.184,23","6.163,41",,,"9.347,64","44.089,84",,
LUIS GUSTAVO DA SILVA PIRES,VARA REGIAO OESTE VIOL DOM FAM CONTRA A MULHER,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","5.007,42",,"39.146,70","3.184,23","6.634,53","7.228,32",,"17.047,08","22.099,62",,
JOSE LOUREIRO SOBRINHO,1ª VARA CRIMINAL DA C DE SÃO JOSÉ DOS CAMPOS,Juiz de Direito de Entrância Final,"28.947,55",,,"814,00","7.757,88",,"37.519,43","3.184,23","6.215,55",,,"9.399,78","28.119,65",,
TONIA YUKA KOROKU,13ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
GISELA RUFFO,FORUM DA COMARCA DE PIRACICABA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33","29,00",,"9.313,34","24.825,94",,
CAMILA DE JESUS MELLO GONCALVES,VARA REG NORTE VIOL DOMEST FAM CONTRA A MULHER,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55","37,00",,"9.436,78","24.702,50",,
LUIZ ANTONIO DE CAMPOS JUNIOR,1ª VARA CÍVEL DA COMARCA DE JUNDIAÍ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","1.608,15",,"35.747,43","3.184,23","6.215,55",,,"9.399,78","26.347,65",,
ZARY DE OLIVEIRA COSTA FILHO,1ª VARA FAM E SUCESSÕES FR V  SÃO MIGUEL PAULISTA,Juiz de Direito Titular I,"28.947,55","3.857,17",,"5.191,73",,,"37.996,45","3.250,91","6.363,93",,,"9.614,84","28.381,61",,
GUILHERME INFANTE MARCONI,FORUM DA COMARCA DE RIBEIRÃO PRETO,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38","14.473,77","48.613,05","4.617,12","6.259,33","6.882,12",,"17.758,57","30.854,48",,"7.445,61"
EZAU MESSIAS DOS SANTOS,VARA CRIMINAL DA COMARCA DE ITATIBA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73",,,"32.691,90","3.025,01","4.017,11","6.137,40",,"13.179,52","19.512,38",,
MARCELO SERGIO,2ª VARA DA FAZENDA PÚBLICA,Juiz de Direito Titular I,"28.947,55",,,"814,00","12.175,97","14.473,77","56.411,29","4.776,34","6.163,41",,,"10.939,75","45.471,54",,
ROGERIO SARTORI ASTOLPHI,6ª VARA CÍVEL DA COMARCA DE PIRACICABA,Juiz de Direito de Entrância Final,"28.947,55",,,"814,00","9.005,85",,"38.767,40","3.184,23","6.215,55","177,00",,"9.576,78","29.190,62",,
GUSTAVO SANTINI TEODORO,5ª VARA CÍVEL DO FORO REGIONAL III  JABAQUARA,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55","190,24",,"9.590,02","24.549,26",,
FLAVIO PINELLA HELAEHIL,3ª VARA CÍVEL DA COMARCA DE SANTOANDRÉ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.449,73",,"14.473,77","48.871,05","4.776,34","6.163,41",,,"10.939,75","37.931,30",,
